Monthly Data for January 1995 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
DUNSMUIR TREATMENT PL, COOP, Siskiyou, -122.282, 41.183, 2169, 40.81
JESS VALLEY, COOP, Modoc, -120.298, 41.271, 5319, 3.84
MCCLOUD, COOP, Siskiyou, -122.138, 41.252, 3233, 32.57
CALLAHAN, COOP, Siskiyou, -122.825, 41.338, 3085, 11.88
ORICK PRAIRIE CREEK PARK, COOP, Humboldt, -124.019, 41.362, 160, 20.84
CANBY 3 SW, COOP, Modoc, -120.902, 41.422, 4310, 4.62
ALTURAS, COOP, Modoc, -120.544, 41.490, 4373, 2.19
KLAMATH, COOP, Del Norte, -124.075, 41.579, 28, 24.42
GREENVIEW, COOP, Siskiyou, -122.924, 41.552, 2820, 11.00
FORT JONES RS, COOP, Siskiyou, -122.848, 41.601, 2729, 9.03
LAVA BEDS NAT MON, COOP, Siskiyou, -121.507, 41.712, 4775, 6.71
MOUNT HEBRON RS, COOP, Siskiyou, -122.045, 41.783, 4265, 3.20
CRESCENT CITY 3 NNW, WBAN, Del Norte, -124.215, 41.796, 43, 19.67
CRESCENT CITY 7 ENE, COOP, Del Norte, -124.085, 41.794, 120, 27.12
FORT BIDWELL, COOP, Modoc, -120.157, 41.872, 4739, 4.36
OAK KNOLL R S NO 2, COOP, Siskiyou, -122.883, 41.850, 1700, 7.69
GASQUET RS, COOP, Del Norte, -123.967, 41.846, 387, 29.27
TULELAKE, COOP, Siskiyou, -121.474, 41.960, 4038, 2.64
COPCO NO 1 DAM, COOP, Siskiyou, -122.338, 41.980, 2665, 5.40
PACIFICA 4 SSE, COOP, San Mateo, -122.472, 37.592, 475, 13.52
BARSTOW, COOP, San Bernardino, -117.022, 34.893, 2220, 2.45
INYOKERN, COOP, Kern, -117.821, 35.651, 2430, 4.55
PEARBLOSSOM, COOP, Los Angeles, -117.897, 34.503, 3101, 5.03
EL CAJON, COOP, San Diego, -116.928, 32.801, 495, 7.35
MARKLEY COVE, COOP, Napa, -122.124, 38.492, 480, 21.33
TEJON RANCHO, WBAN, Kern, -118.750, 35.023, 1425, 4.68
MOUNT SHASTA, COOP, Siskiyou, -122.317, 41.322, 3613, 27.48
TORRANCE AP, WBAN, Los Angeles, -118.342, 33.802, 90, 16.92
LOS ANGELES DOWNTOWN/USC, WBAN, Los Angeles, -118.291, 34.024, 179, 12.56
FRESNO YOSEMITE INT'L, WBAN, Fresno, -119.720, 36.780, 334, 5.42
PASO ROBLES MUNICIPAL AP, WBAN, San Luis Obispo, -120.629, 35.669, 820, 10.31
SAN JOSE, COOP, Santa Clara, -121.903, 37.350, 67, 8.66
Bakersfield Area, ThreadEx, -, -, -, -, 2.29
Bishop Area, ThreadEx, -, -, -, -, 3.08
Los Angeles Downtown Area, ThreadEx, -, -, -, -, 12.56
Eureka Area, ThreadEx, -, -, -, -, 12.74
Fresno Area, ThreadEx, -, -, -, -, 5.42
Los Angeles Airport Area, ThreadEx, -, -, -, -, 12.71
Long Beach Area, ThreadEx, -, -, -, -, 12.76
Redding Area, ThreadEx, -, -, -, -, 22.93
Sacramento Area, ThreadEx, -, -, -, -, 8.81
San Diego Area, ThreadEx, -, -, -, -, 8.06
Stockton Area, ThreadEx, -, -, -, -, 6.88
San Francisco Airport Area, ThreadEx, -, -, -, -, 8.89
Santa Maria Area, ThreadEx, -, -, -, -, 11.78
CAMP PENDLETON MCAS, WBAN, San Diego, -117.355, 33.304, 70, 11.79
LEMOORE REEVES NAS, WBAN, Fresno, -119.950, 36.333, 232, 4.48
BURBANK VALLEY PUMP PLANT, COOP, Los Angeles, -118.348, 34.187, 655, 15.92
HAGAN'S MEADOW, Snotel, El Dorado, -119.940, 38.850, 7776, 10.20
BLUE LAKES, Snotel, Alpine, -119.920, 38.610, 8057, 19.90
POISON FLAT, Snotel, Alpine, -119.630, 38.510, 7736, 9.80
SONORA PASS, Snotel, Mono, -119.600, 38.310, 8827, 15.80
LEAVITT MEADOWS, Snotel, Mono, -119.550, 38.300, 7198, 13.50
VIRGINIA LAKES RIDGE, Snotel, Mono, -119.230, 38.070, 9445, 10.50
LOBDELL LAKE, Snotel, Mono, -119.370, 38.440, 9233, 8.60
EBBETTS PASS, Snotel, Alpine, -119.800, 38.550, 8765, 21.30
HEAVENLY VALLEY, Snotel, El Dorado, -119.920, 38.920, 8582, 11.40
LEAVITT LAKE, Snotel, Mono, -119.610, 38.280, 9617, 22.80
SPRATT CREEK, Snotel, Alpine, -119.820, 38.670, 6115, 11.90
MONITOR PASS, Snotel, Alpine, -119.610, 38.670, 8310, 7.30
CEDAR PASS, Snotel, Modoc, -120.300, 41.580, 7030, 5.80
DISMAL SWAMP, Snotel, Modoc, -120.180, 41.990, 7360, 10.60
ADIN MTN, Snotel, Modoc, -120.790, 41.240, 6190, 7.20
INDEPENDENCE CREEK, Snotel, Sierra, -120.280, 39.490, 6456, 14.10
INDEPENDENCE CAMP, Snotel, Sierra, -120.290, 39.450, 7003, 14.40
INDEPENDENCE LAKE, Snotel, Nevada, -120.310, 39.430, 8352, 21.90
TRUCKEE #2, Snotel, Placer, -120.180, 39.300, 6509, 14.50
WARD CREEK #3, Snotel, Placer, -120.220, 39.140, 6655, 29.50
TAHOE CITY CROSS, Snotel, Placer, -120.150, 39.170, 6797, 14.60
SQUAW VALLEY G.C., Snotel, Placer, -120.260, 39.190, 8029, 21.90
CSS LAB, Snotel, Nevada, -120.370, 39.330, 6855, 28.60
RUBICON #2, Snotel, El Dorado, -120.130, 39.000, 7689, 16.00
ECHO PEAK, Snotel, El Dorado, -120.080, 38.850, 7670, 21.70
FALLEN LEAF, Snotel, El Dorado, -120.050, 38.930, 6236, 13.80
Burbank Glendale Pasadena Area, ThreadEx, -, -, -, -, 15.92
Camarillo Area, ThreadEx, -, -, -, -, 15.24
Needles Area, ThreadEx, -, -, -, -, 2.34
Oxnard Area, ThreadEx, -, -, -, -, 15.24
Palm Springs Area, ThreadEx, -, -, -, -, 4.43
Riverside Area, ThreadEx, -, -, -, -, 8.35
Ramona Area, ThreadEx, -, -, -, -, 8.24
Crescent City Area, ThreadEx, -, -, -, -, 19.67
Escondido Area, ThreadEx, -, -, -, -, 9.47
Sacramento Downtown Area, ThreadEx, -, -, -, -, 12.35
Tahoe City Area, ThreadEx, -, -, -, -, 16.18
Ukiah Area, ThreadEx, -, -, -, -, 24.76
Alturas Area, ThreadEx, -, -, -, -, 2.19
Mount Shasta Area, ThreadEx, -, -, -, -, 27.48
Palmdale Area, ThreadEx, -, -, -, -, 5.35
Lancaster Area, ThreadEx, -, -, -, -, 5.06
El Cajon Area, ThreadEx, -, -, -, -, 7.35
Hanford Area, ThreadEx, -, -, -, -, 4.70
El Centro Area, ThreadEx, -, -, -, -, 1.50
Madera Area, ThreadEx, -, -, -, -, 5.18
Merced Area, ThreadEx, -, -, -, -, 6.71
LEE VINING, COOP, Mono, -119.119, 37.957, 6797, 8.08
NEWHALL, COOP, Los Angeles, -118.567, 34.367, 1400, 18.45
ANAHEIM, COOP, Orange, -117.842, 33.865, 235, 10.49
NEW MELONES DAM HQ, COOP, Tuolumne, -120.486, 38.005, 960, 15.31
MAMMOTH LAKES RS, COOP, Mono, -118.962, 37.648, 7804, 10.40
NEWPORT BEACH HARBOR, WBAN, Orange, -117.884, 33.603, 10, 11.07
ESCONDIDO NO. 2, COOP, San Diego, -117.090, 33.121, 600, 9.47
REDDING AP, WBAN, Shasta, -122.298, 40.515, 501, 22.93
SANTA MARIA PUBLIC AP, WBAN, Santa Barbara, -120.452, 34.894, 243, 11.78
RED BLUFF MUNI AP, WBAN, Tehama, -122.255, 40.152, 354, 21.49
NEEDLES AIRPORT, WBAN, San Bernardino, -114.618, 34.768, 888, 2.34
CECILVILLE, COOP, Siskiyou, -123.139, 41.142, 2310, 15.99
CHINA LAKE NAF, WBAN, Kern, -117.693, 35.688, 2230, 4.98
San Jose Area, ThreadEx, -, -, -, -, 8.66</pre>
