Monthly Data for September 1970 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
MATHER, COOP, Tuolumne, -119.856, 37.885, 4510, 0.00
MOUNT DIABLO JUNCTION, COOP, Contra Costa, -121.930, 37.879, 2170, 0.00
WALNUT CREEK 2 ESE, COOP, Contra Costa, -122.033, 37.883, 245, 0.00
ALAMO 1 N, COOP, Contra Costa, -122.033, 37.867, 410, 0.00
BURTON RANCH, COOP, Contra Costa, -122.083, 37.867, 531, 0.00
ELLERY LAKE, COOP, Mono, -119.230, 37.936, 9645, 0.00
STOCKTON AP, WBAN, San Joaquin, -121.226, 37.890, 27, T
WALNUT CREEK 4 E, COOP, Contra Costa, -121.983, 37.900, 400, 0.00
LA FAYETTE 2 NNE, COOP, Contra Costa, -122.100, 37.917, 541, 0.00
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 0.00
MUIR WOODS, COOP, Marin, -122.569, 37.898, 220, 0.00
HETCH HETCHY, COOP, Tuolumne, -119.783, 37.961, 3870, 0.00
CHERRY VALLEY DAM, COOP, Tuolumne, -119.916, 37.975, 4765, 0.00
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 0.01
STOCKTON FIRE STA 4, COOP, San Joaquin, -121.318, 37.999, 12, 0.00
ANTIOCH PUMPING PLANT #3, COOP, Contra Costa, -121.752, 37.983, 60, 0.05
CONCORD 3 E, COOP, Contra Costa, -121.983, 37.967, 195, 0.00
WALMAR SCHOOL, COOP, Contra Costa, -122.083, 37.950, 121, 0.00
MARTINEZ 3 SSE, COOP, Contra Costa, -122.100, 37.967, 259, 0.00
SAN RAFAEL-CIVIC CENTER, COOP, Marin, -122.537, 37.998, 120, 0.00
KENTFIELD, COOP, Marin, -122.545, 37.957, 145, 0.00
MONO LAKE, WBAN, Mono, -119.150, 38.000, 6449, T
ANTIOCH FIBREBRD MILLS, COOP, Contra Costa, -121.767, 38.017, 28, 0.05
PORT CHICAGO NAVAL DEP, COOP, Contra Costa, -122.017, 38.017, 49, 0.00
MARTINEZ WATER PLANT, COOP, Contra Costa, -122.114, 38.013, 40, 0.00
CROCKETT, COOP, Contra Costa, -122.217, 38.033, 10, 0.00
HAMILTON AFB, WBAN, Marin, -122.517, 38.067, -, 0.00
STANISLAUS PH, COOP, Tuolumne, -120.367, 38.133, 1060, 0.12
BRANNAN ISLAND, COOP, Sacramento, -121.700, 38.117, 30, 0.08
MARE ISLAND, COOP, Solano, -122.267, 38.100, 49, 0.00
SAN ANDREAS 2, COOP, Calaveras, -120.671, 38.191, 1100, 0.09
RIO VISTA, COOP, Solano, -121.700, 38.150, 39, 0.16
BODIE CALIFORNIA STATE HISTORIC PARK, COOP, Mono, -119.014, 38.212, 8370, 0.06
HUNTERS DAM, COOP, Calaveras, -120.367, 38.200, 3222, 0.04
WALLACE, COOP, Calaveras, -120.967, 38.200, 331, 0.01
ACAMPO 5NE, COOP, San Joaquin, -121.201, 38.218, 87, 0.07
DUTTONS LANDING, COOP, Napa, -122.300, 38.200, 20, 0.00
BRIDGEPORT, COOP, Mono, -119.229, 38.258, 6470, 0.02
CALAVERAS BIG TREES, COOP, Calaveras, -120.311, 38.277, 4695, 0.00
CAMP PARDEE, COOP, Calaveras, -120.843, 38.249, 658, 0.05
TRAVIS FIELD AFB, WBAN, Solano, -121.933, 38.267, 62, 0.50
FAIRFIELD, COOP, Solano, -122.068, 38.274, 40, 0.00
MOUNT BALDY FC 85 G, COOP, San Bernardino, -117.650, 34.233, 4281, 0.00
SAN GABRIEL DAM FC425B-E, COOP, Los Angeles, -117.861, 34.205, 1481, 0.00
SANTA ANITA F L FC 432, COOP, Los Angeles, -118.017, 34.217, 2041, 0.00
HOEGEES FC 60 A, COOP, Los Angeles, -118.033, 34.217, 2651, 0.00
MT WILSON CBS, COOP, Los Angeles, -118.071, 34.231, 5710, 0.00
ARROYO SECO RNG STN FC 508, COOP, Los Angeles, -118.167, 34.217, 1220, 0.00
LA CRESCENTA FC251 C, COOP, Los Angeles, -118.238, 34.222, 1545, 0.00
OXNARD, COOP, Ventura, -119.175, 34.198, 49, 0.00
PARKER RESRVOIR, COOP, San Bernardino, -114.171, 34.290, 738, 0.14
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.00
LAKE ARROWHEAD, COOP, San Bernardino, -117.188, 34.247, 5205, 0.00
CAMP HILL OPIDS 57B, COOP, Los Angeles, -118.100, 34.250, 4252, 0.00
HAINES CNYN UPR FC367, COOP, Los Angeles, -118.250, 34.267, 3442, 0.00
TUJUNGA, COOP, Los Angeles, -118.283, 34.267, 1820, 0.00
SAN FERNANDO, COOP, Los Angeles, -118.467, 34.283, 971, 0.00
CHATSWORTH FC 24 F, COOP, Los Angeles, -118.600, 34.250, 950, 0.00
SUSANA KNOLLS, COOP, Ventura, -118.667, 34.267, 1089, 0.00
MOORPARK, COOP, Ventura, -118.883, 34.283, 581, 0.00
SOMIS 3 NW, COOP, Ventura, -119.050, 34.283, 502, 0.00
VENTURA, COOP, Ventura, -119.292, 34.283, 105, 0.00
CRYSTAL LAKE FC238C, COOP, Los Angeles, -117.842, 34.318, 5345, 0.00
COLBYS FC 53D, COOP, Los Angeles, -118.117, 34.300, 3681, 0.00
BIG TUJUNGA DAM FC46, COOP, Los Angeles, -118.188, 34.295, 2326, 0.00
PACOIMA DAM FC33A-E, COOP, Los Angeles, -118.400, 34.329, 1550, 0.00
ALISO CANYON OAT MTN FC446, COOP, Los Angeles, -118.550, 34.317, 2367, 0.00
BIG PINES PARK FC83B, COOP, Los Angeles, -117.683, 34.383, 6845, 0.00
NEWHALL S FC32CE, COOP, Los Angeles, -118.534, 34.387, 1233, 0.00
SANTA PAULA, COOP, Ventura, -119.133, 34.312, 237, 0.00
HESPERIA, COOP, San Bernardino, -117.300, 34.417, 3202, 0.00
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 0.00
FILLMORE 1 WNW, COOP, Ventura, -118.933, 34.400, 440, 0.00
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 0.00
LUCERNE VALLEY, COOP, San Bernardino, -116.950, 34.450, 2963, 0.00
VALYERMO FIRE STN 79, COOP, Los Angeles, -117.867, 34.450, 3602, 0.00
VINCENT FS FC 120, COOP, Los Angeles, -118.142, 34.488, 3157, 0.00
DRY CANYON RESERVOIR, COOP, Los Angeles, -118.533, 34.483, 1455, 0.00
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 0.00
SONOMA, COOP, Sonoma, -122.462, 38.299, 97, 0.00
SUTTER HILL CDF, COOP, Amador, -120.801, 38.377, 1586, 0.21
IONE, COOP, Amador, -120.933, 38.350, 279, 0.14
WEST POINT, COOP, Calaveras, -120.545, 38.378, 2775, 0.05
CLARKSBURG, COOP, Yolo, -121.533, 38.417, 10, 0.00
GRATON, COOP, Sonoma, -122.865, 38.431, 200, 0.00
OCCIDENTAL, COOP, Sonoma, -122.966, 38.386, 865, 0.00
TIGER CREEK PH, COOP, Amador, -120.499, 38.446, 2355, 0.04
OAKVILLE 1 WNW, COOP, Napa, -122.417, 38.450, 161, 0.00
SALT SPRINGS PWR HOUSE, COOP, Amador, -120.219, 38.501, 3700, 0.00
FIDDLETOWN DEXTER RCH, COOP, Amador, -120.698, 38.525, 2170, 0.00
SACRAMENTO AP ASOS, WBAN, Sacramento, -121.496, 38.507, 19, 0.00
WINTERS, WBAN, Yolo, -121.978, 38.525, 135, 0.10
SAINT HELENA, COOP, Napa, -122.471, 38.507, 225, 0.00
CAZADERO, COOP, Sonoma, -123.133, 38.533, 1060, 0.00
FORT ROSS, COOP, Sonoma, -123.245, 38.515, 112, 0.02
SACRAMENTO MATHER AFB, WBAN, Sacramento, -121.300, 38.567, 99, T
SACRAMENTO 5 ESE, WBAN, Sacramento, -121.418, 38.555, 38, 0.00
ANGWIN PACIFIC UNION COLLEGE, COOP, Napa, -122.440, 38.573, 1715, 0.00
CALISTOGA, COOP, Napa, -122.578, 38.577, 350, 0.00
LEHMAN RANCH, COOP, El Dorado, -121.017, 38.600, 600, 0.00
KELLOGG, COOP, Sonoma, -122.667, 38.667, 1801, 0.00
HEALDSBURG NO 2, COOP, Sonoma, -122.867, 38.633, 150, 0.00
SHINGLE SPRINGS, COOP, El Dorado, -120.917, 38.667, 1381, 0.00
SACRAMENTO MCCLELLAN AFB, WBAN, Sacramento, -121.400, 38.667, 77, T
WOODLAND 1 WNW, COOP, Yolo, -121.794, 38.683, 67, 0.00
SKAGGS SPRINGS LAS LOMAS, COOP, Sonoma, -123.133, 38.683, 1932, 0.00
TWIN LAKES, COOP, Alpine, -120.040, 38.709, 8000, 0.09
PLACERVILLE IFG, COOP, El Dorado, -120.733, 38.733, 2755, T
PLACERVILLE, COOP, El Dorado, -120.824, 38.696, 1850, 0.01
REPRESA, COOP, Sacramento, -121.161, 38.694, 295, 0.00
FOLSOM DAM, COOP, Sacramento, -121.167, 38.700, 350, 0.00
CITRUS HEIGHTS, COOP, Sacramento, -121.300, 38.700, 141, 0.00
WOODFORDS, COOP, Alpine, -119.800, 38.783, 5650, 0.23
PACIFIC HOUSE, COOP, El Dorado, -120.503, 38.758, 3450, 0.00
MOUNT DANAHER, COOP, El Dorado, -120.667, 38.750, 3412, 0.00
BROOKS FARNHAM RANCH, COOP, Yolo, -122.150, 38.767, 294, 0.07
MIDDLETOWN, COOP, Lake, -122.626, 38.748, 1121, 0.00
CLOVERDALE, COOP, Sonoma, -123.026, 38.793, 400, 0.00
GARDEN VALLEY 2 S, COOP, El Dorado, -120.850, 38.833, 1942, 0.00
ROCKLIN, COOP, Placer, -121.233, 38.800, 249, 0.00
COOL, COOP, El Dorado, -121.017, 38.883, 1532, 0.00
DUNNIGAN, COOP, Yolo, -121.967, 38.883, 49, T
HOBERGS, COOP, Lake, -122.717, 38.850, 2963, 0.00
GEORGETOWN RS, COOP, El Dorado, -120.801, 38.933, 3001, 0.00
AUBURN, COOP, Placer, -121.084, 38.907, 1292, 0.00
NICOLAUS #2, COOP, Sutter, -121.545, 38.926, 43, 0.00
POINT ARENA, COOP, Mendocino, -123.700, 38.900, 100, 0.00
CLEARLAKE 4 SE, COOP, Lake, -122.567, 38.924, 1349, 0.00
KELSEYVILLE, COOP, Lake, -122.833, 38.983, 1391, 0.00
FORESTHILL RANGER STATION, COOP, Placer, -120.845, 39.010, 3015, 0.00
HIDDEN VALLEY RANCH, COOP, Nevada, -121.100, 39.033, 1480, 0.00
LAKEPORT, COOP, Lake, -122.917, 39.033, 1315, 0.00
BOONVILLE HMS, COOP, Mendocino, -123.367, 39.017, 341, 0.00
IOWA HILL, COOP, Placer, -120.840, 39.118, 3100, 0.02
BEALE AFB, WBAN, Yuba, -121.433, 39.133, 113, 0.00
UKIAH 4 WSW, COOP, Mendocino, -123.272, 39.127, 1328, 0.00
GOLD RUN 4 SW, COOP, Placer, -120.900, 39.150, 3220, 0.04
WILLIAMS, COOP, Colusa, -122.150, 39.150, 85, 0.00
LEESVILLE KEEGAN RANCH, COOP, Colusa, -122.433, 39.150, 1332, 0.00
UPPER LAKE 7 W, COOP, Lake, -123.033, 39.183, 1564, 0.00
SQUAW VALLEY, COOP, Placer, -120.233, 39.200, 6243, 0.30
GRASS VALLEY NO. 2, COOP, Nevada, -121.068, 39.204, 2400, 0.00
HARRY L. ENGLEBRIGHT DAM, COOP, Nevada, -121.267, 39.237, 800, 0.00
COLUSA 2 SSW, COOP, Colusa, -122.027, 39.188, 50, 0.00
BLUE CANYON NYACK AP, WBAN, Placer, -120.709, 39.276, 5286, 0.18
NEVADA CITY, COOP, Nevada, -121.001, 39.247, 2781, 0.00
STONYFORD COOLEY RANCH, COOP, Colusa, -122.667, 39.250, 3022, 0.00
TRUCKEE RS, COOP, Nevada, -120.173, 39.333, 5823, 0.09
DONNER MEMORIAL ST PARK, COOP, Nevada, -120.233, 39.324, 5937, 0.14
BIG BEN RANGER STN, COOP, Placer, -120.517, 39.300, 5745, 0.00
LAKE SPAULDING DAM, COOP, Nevada, -120.633, 39.333, 5125, 0.26
DEER CREEK FOREBAY, COOP, Nevada, -120.833, 39.300, 4455, 0.00
COLGATE POWERHOUSE, COOP, Yuba, -121.192, 39.331, 595, 0.00
BOCA, COOP, Nevada, -120.094, 39.389, 5575, 0.12
