Data for April 1, 2026 through April 2, 2026

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
AUBURN 4.8 N, CoCoRaHS, Placer, -121.092, 38.960, 1445, 2.16
KNEELAND 3.4 WNW, CoCoRaHS, Humboldt, -124.038, 40.799, 1375, 0.21
Tahoe City Area, ThreadEx, -, -, -, -, 1.24
SAN JACINTO 4.2 W, CoCoRaHS, Riverside, -117.037, 33.798, 1525, 0.14
MARIPOSA 7.1 E, CoCoRaHS, Mariposa, -119.839, 37.507, 3210, 0.28
TEHACHAPI 3.4 WNW, CoCoRaHS, Kern, -118.499, 35.146, 3887, 0.36
KLAMATH 0.8 SE, CoCoRaHS, Del Norte, -123.987, 41.513, 146, 0.54
CONCORD 2.1 SE, CoCoRaHS, Contra Costa, -121.971, 37.953, 267, 0.22
MILL VALLEY 2.1 S, CoCoRaHS, Marin, -122.541, 37.877, 240, 0.67
EL CERRITO 0.3 WNW, CoCoRaHS, Contra Costa, -122.307, 37.923, 137, 0.17
COOL 2.0 ENE, CoCoRaHS, El Dorado, -120.982, 38.896, 1666, 2.49
SANTA CRUZ 8.9 NW, CoCoRaHS, Santa Cruz, -122.151, 37.064, 1739, 0.17
BERKELEY 0.9 SSE, CoCoRaHS, Alameda, -122.289, 37.855, 45, 0.27
GARBERVILLE 0.8 NNW, CoCoRaHS, Humboldt, -123.802, 40.110, 524, 0.10
LEMON GROVE 0.9 W, CoCoRaHS, San Diego, -117.048, 32.736, 444, 0.04
BRENTWOOD 2.5 SSW, CoCoRaHS, Contra Costa, -121.723, 37.899, 182, 0.02
GLENDORA 1.4 ESE, CoCoRaHS, Los Angeles, -117.824, 34.135, 962, 0.64
MAD RIVER 1.7 SW, CoCoRaHS, Trinity, -123.520, 40.429, 2532, 0.31
LAKE ELSINORE 2.8 SSW, CoCoRaHS, Riverside, -117.340, 33.631, 1357, 0.03
SAN DIEGO 3.5 ENE, CoCoRaHS, San Diego, -117.078, 32.828, 715, 0.04
WRIGHTWOOD 4.8 NE, CoCoRaHS, San Bernardino, -117.582, 34.417, 4256, 0.12
LINCOLN 1.3 SSW, CoCoRaHS, Placer, -121.322, 38.881, 131, 1.08
GRENADA 0.8 SW, CoCoRaHS, Siskiyou, -122.537, 41.632, 2650, 0.00
BEAUMONT 2.0 NW, CoCoRaHS, Riverside, -117.004, 33.953, 2554, 0.46
WATSONVILLE 3.9 NW, CoCoRaHS, Santa Cruz, -121.822, 36.956, 329, 0.06
CYPRESS 1.1 NNW (KB6CYS), CoCoRaHS, Orange, -118.047, 33.830, 48, 0.07
OAKHURST 1.4 SSE, CoCoRaHS, Madera, -119.638, 37.315, 2543, 0.09
MANTECA 1.3 N, CoCoRaHS, San Joaquin, -121.225, 37.821, 46, 0.24
DINSMORE 2.3 W, CoCoRaHS, Humboldt, -123.650, 40.485, 2429, 0.26
APPLE VALLEY 4.1 ENE, CoCoRaHS, San Bernardino, -117.152, 34.559, 3119, 0.21
AMADOR CITY 1.0 W, CoCoRaHS, Amador, -120.842, 38.420, 889, 2.30
CLOVERDALE 1.4 S, CoCoRaHS, Sonoma, -123.014, 38.780, 367, 0.28
HEMET 2.0 ESE, CoCoRaHS, Riverside, -116.965, 33.722, 1626, 0.05
MARINA 0.4 N, CoCoRaHS, Monterey, -121.791, 36.689, 59, 0.00
SANTA CRUZ 8.8 NW, CoCoRaHS, Santa Cruz, -122.136, 37.072, 1878, 0.19
TWENTYNINE PALMS 0.3 NNE, CoCoRaHS, San Bernardino, -116.063, 34.143, 2050, T
LA MESA 1.2 E, CoCoRaHS, San Diego, -116.998, 32.772, 675, 0.04
GLEN ELLEN 0.8 NE, CoCoRaHS, Sonoma, -122.528, 38.363, 286, 0.11
MADERA 11.4 E, CoCoRaHS, Madera, -119.873, 36.937, 354, 0.07
SQUAW VALLEY 9.4 NW, CoCoRaHS, Fresno, -119.301, 36.802, 830, 0.03
SOUTH PASADENA 3.7 WSW, CoCoRaHS, Los Angeles, -118.220, 34.100, 807, 0.40
FALLBROOK 4.6 ESE, CoCoRaHS, San Diego, -117.165, 33.342, 410, 0.05
SAN JUAN CAPISTRANO 0.9 W, CoCoRaHS, Orange, -117.668, 33.501, 109, 0.04
RIVERSIDE 3.9 NNE, CoCoRaHS, Riverside, -117.372, 33.993, 884, 0.26
SOUTH PASADENA 0.9 SSW, CoCoRaHS, Los Angeles, -118.165, 34.100, 791, 0.33
FREMONT 3.7 NE, CoCoRaHS, Alameda, -121.959, 37.572, 102, 0.07
PIONEER 2.7 NNE, CoCoRaHS, Amador, -120.551, 38.468, 3412, 1.67
SANTA ROSA 2.5 SE, CoCoRaHS, Sonoma, -122.670, 38.421, 190, 0.48
SAN CARLOS 0.2 NW, CoCoRaHS, San Mateo, -122.269, 37.500, 102, 0.03
RANCHO CORDOVA 5.9 ESE, CoCoRaHS, Sacramento, -121.197, 38.570, 243, 0.81
EUREKA 0.5 ESE, CoCoRaHS, Humboldt, -124.146, 40.794, 53, 0.24
SAN DIEGO 7.6 SE, CoCoRaHS, San Diego, -117.062, 32.724, 414, 0.03
GLENDALE 3.0 ESE, CoCoRaHS, Los Angeles, -118.210, 34.153, 879, 0.45
ORANGE 2.1 ESE, CoCoRaHS, Orange, -117.792, 33.789, 385, 0.04
HEALDSBURG 0.7 NE, CoCoRaHS, Sonoma, -122.855, 38.626, 338, 0.32
MCKINLEYVILLE 3.7 E, CoCoRaHS, Humboldt, -124.045, 40.962, 147, 0.43
CLOVERDALE 0.8 SSW, CoCoRaHS, Sonoma, -123.025, 38.789, 384, 0.28
RAMONA 1.8 WSW, CoCoRaHS, San Diego, -116.898, 33.026, 1395, T
SEBASTOPOL 3.2 NW, CoCoRaHS, Sonoma, -122.862, 38.436, 210, 0.36
PENN VALLEY 4.4 N, CoCoRaHS, Nevada, -121.197, 39.260, 1316, 1.06
LINCOLN 1.0 NW, CoCoRaHS, Placer, -121.328, 38.910, 137, 0.94
BURLINGAME 0.8 WSW, CoCoRaHS, San Mateo, -122.376, 37.585, 71, 0.03
HUMBOLDT HILL 1.5 S, CoCoRaHS, Humboldt, -124.188, 40.704, 524, 0.22
DANVILLE 1.9 W, CoCoRaHS, Contra Costa, -122.006, 37.818, 445, 0.20
CLAREMONT 0.6 SSE, CoCoRaHS, Los Angeles, -117.711, 34.114, 1367, 0.32
ETTERSBURG 2.8 N, CoCoRaHS, Humboldt, -123.990, 40.174, 1644, 0.17
UPLAND 0.9 NNW, CoCoRaHS, San Bernardino, -117.664, 34.131, 1672, 0.27
VACAVILLE 2.3 W, CoCoRaHS, Solano, -122.008, 38.361, 220, 0.16
THOUSAND OAKS 2.1 N, CoCoRaHS, Ventura, -118.864, 34.223, 906, 0.49
CRESCENT CITY 1.2 N, CoCoRaHS, Del Norte, -124.197, 41.772, 50, 0.31
MCKINLEYVILLE 1.3 SSW, CoCoRaHS, Humboldt, -124.126, 40.936, 52, 0.38
MOUNT SHASTA 0.9 NNE, CoCoRaHS, Siskiyou, -122.306, 41.333, 3917, 0.07
CLEARLAKE OAKS 5.0 NE, CoCoRaHS, Lake, -122.593, 39.068, 1276, 0.20
SOLANA BEACH 0.7 NNE, CoCoRaHS, San Diego, -117.250, 33.005, 225, T
OCEANSIDE 5.2 SSE, CoCoRaHS, San Diego, -117.266, 33.159, 408, 0.02
LA CRESCENTA-MONTROSE 0.3 NE, CoCoRaHS, Los Angeles, -118.232, 34.237, 2063, 0.31
ALBION 1.1 S, CoCoRaHS, Mendocino, -123.770, 39.206, 199, T
MODESTO 0.8 S, CoCoRaHS, Stanislaus, -120.992, 37.649, 92, 0.56
EL CAJON 8.8 ENE, CoCoRaHS, San Diego, -116.825, 32.860, 1201, 0.03
CALLAHAN 2.3 NNW, CoCoRaHS, Siskiyou, -122.825, 41.338, 3029, 0.04
CRESTLINE 1.4 ESE, CoCoRaHS, San Bernardino, -117.272, 34.240, 4577, 0.56
SANTA CRUZ 0.9 WNW, CoCoRaHS, Santa Cruz, -122.049, 36.980, 373, 0.11
LIVE OAK 1.3 WNW, CoCoRaHS, Santa Cruz, -122.003, 36.988, 95, 0.09
WATSONVILLE 4.4 NW, CoCoRaHS, Santa Cruz, -121.821, 36.967, 399, 0.06
ROLLING HILLS 3.9 SE, CoCoRaHS, Los Angeles, -118.295, 33.721, 279, 0.07
FORTUNA 1.1 S, CoCoRaHS, Humboldt, -124.138, 40.570, 163, 0.13
DANA POINT 2.1 N, CoCoRaHS, Orange, -117.691, 33.487, 377, 0.04
BERKELEY 1.1 NE, CoCoRaHS, Alameda, -122.281, 37.878, 120, 0.32
FRESNO 1.5 ENE, CoCoRaHS, Fresno, -119.770, 36.791, 326, 0.06
CARMICHAEL 2.1 N, CoCoRaHS, Sacramento, -121.321, 38.665, 136, 0.46
EL CAJON 7.8 NE, CoCoRaHS, San Diego, -116.851, 32.866, 1036, T
FORTUNA 1.3 NW, CoCoRaHS, Humboldt, -124.156, 40.600, 86, 0.17
VISALIA 2.1 W, CoCoRaHS, Tulare, -119.358, 36.323, 306, 0.06
SAN FRANCISCO 1.6 SE, CoCoRaHS, San Francisco, -122.397, 37.759, 215, 0.14
IGO 3.4 NW, CoCoRaHS, Shasta, -122.579, 40.546, 1954, 0.40
FORESTVILLE 1.4 SW, CoCoRaHS, Sonoma, -122.904, 38.466, 121, 0.12
OAK VIEW 0.7 NE, CoCoRaHS, Ventura, -119.288, 34.407, 787, 0.39
CORONA 2.3 W, CoCoRaHS, Riverside, -117.609, 33.864, 868, 0.08
DIAMOND SPRINGS 0.7 ENE, CoCoRaHS, El Dorado, -120.811, 38.691, 1877, 2.25
LINDSAY 2.4 S, CoCoRaHS, Tulare, -119.081, 36.173, 394, 0.27
CARLOTTA 4.8 SE, CoCoRaHS, Humboldt, -123.991, 40.494, 237, 0.03
CASA CONEJO 0.8 ESE, CoCoRaHS, Ventura, -118.929, 34.179, 664, 0.48
VACAVILLE 2.3 NW, CoCoRaHS, Solano, -121.995, 38.386, 433, 0.10
OCCIDENTAL 1.8 NW, CoCoRaHS, Sonoma, -122.965, 38.410, 982, 0.36
SUTTER CREEK 0.4 NNW, CoCoRaHS, Amador, -120.806, 38.396, 1198, 2.28
MENDOCINO 0.5 NE, CoCoRaHS, Mendocino, -123.793, 39.313, 249, 0.02
IRVINE 1.9 W, CoCoRaHS, Orange, -117.828, 33.659, 89, 0.04
LAKEPORT 0.6 SE, CoCoRaHS, Lake, -122.914, 39.036, 1332, 0.06
GOLETA 0.3 ENE, CoCoRaHS, Santa Barbara, -119.823, 34.437, 37, 0.22
SEIAD VALLEY 0.1 NNE, CoCoRaHS, Siskiyou, -123.193, 41.842, 1386, M
TEMESCAL VALLEY 2.0 E, CoCoRaHS, Riverside, -117.451, 33.767, 1343, 0.08
EL GRANADA 0.4 WSW, CoCoRaHS, San Mateo, -122.473, 37.507, 141, 0.08
HUNTINGTON BEACH 4.1 N, CoCoRaHS, Orange, -118.020, 33.750, 27, 0.05
COTTONWOOD 5.1 ESE, CoCoRaHS, Tehama, -122.197, 40.353, 357, 0.15
MONO CITY 1.9 SW, CoCoRaHS, Mono, -119.166, 38.020, 6791, T
EUREKA 2.4 SSW, CoCoRaHS, Humboldt, -124.174, 40.763, 132, 0.24
HIDDEN HILLS 6.0 ENE, CoCoRaHS, Los Angeles, -118.558, 34.186, 770, 0.57
SAN FRANCISCO 3.4 S, CoCoRaHS, San Francisco, -122.410, 37.727, 141, 0.12
SAN DIEGO 4.7 ESE, CoCoRaHS, San Diego, -117.061, 32.789, 761, 0.03
NORTH HIGHLANDS 0.3 NE, CoCoRaHS, Sacramento, -121.376, 38.670, 99, 0.16
CAMINO 1.2 N, CoCoRaHS, El Dorado, -120.671, 38.755, 3091, 2.03
POTTER VALLEY 8.4 ENE, CoCoRaHS, Lake, -122.964, 39.364, 2849, 0.25
SAN FRANCISCO 3.1 W, CoCoRaHS, San Francisco, -122.476, 37.778, 166, 0.10
SACRAMENTO 3.6 E, CoCoRaHS, Sacramento, -121.401, 38.565, 43, 0.16
NEWPORT BEACH 1.2 E, CoCoRaHS, Orange, -117.888, 33.613, 90, 0.03
AUBURN 1.5 NE, CoCoRaHS, Placer, -121.058, 38.908, 1329, 2.49
WILLITS 3.3 WNW, CoCoRaHS, Mendocino, -123.405, 39.424, 2399, 0.12
ALTURAS 9 ENE, COOP, Modoc, -120.364, 41.515, 5307, 0.26
AUBURN 0.2 NW, CoCoRaHS, Placer, -121.079, 38.894, 1261, 2.14
OAKDALE 4.2 ENE, CoCoRaHS, Stanislaus, -120.778, 37.782, 231, 0.25
PLYMOUTH 7.1 NE, CoCoRaHS, Amador, -120.746, 38.546, 2023, 1.78
GUALALA 3.7 NW, CoCoRaHS, Mendocino, -123.579, 38.812, 475, 0.02
KELSEYVILLE 2.8 NNE, CoCoRaHS, Lake, -122.811, 38.997, 1340, 0.10
WESTHAVEN-MOONSTONE 0.9 SSE, CoCoRaHS, Humboldt, -124.100, 41.029, 357, 0.51
DAVIS 2.2 W, CoCoRaHS, Yolo, -121.777, 38.553, 59, 0.25
NEVADA CITY 2.0 NNW, CoCoRaHS, Nevada, -121.030, 39.288, 2668, 1.42
OJAI 5.9 E, CoCoRaHS, Ventura, -119.144, 34.435, 1512, 0.31
REDWOOD CITY 2.5 S, CoCoRaHS, San Mateo, -122.210, 37.480, 19, 0.01
OAKHURST 2.7 ENE, CoCoRaHS, Madera, -119.605, 37.355, 3364, 0.25
PASO ROBLES 0.6 WNW, CoCoRaHS, San Luis Obispo, -120.674, 35.636, 855, T
GLEN ELLEN 0.7 ESE, CoCoRaHS, Sonoma, -122.527, 38.353, 316, 0.13
SAN DIEGO 7.4 NNE, CoCoRaHS, San Diego, -117.087, 32.914, 847, 0.00
EL SOBRANTE 1.8 SE, CoCoRaHS, Contra Costa, -122.274, 37.955, 153, 0.21
VACAVILLE 2.0 S, CoCoRaHS, Solano, -121.962, 38.334, 103, 0.14
FRESNO 2.4 S, CoCoRaHS, Fresno, -119.801, 36.746, 289, 0.06
MEADOW VISTA 5.1 W, CoCoRaHS, Placer, -121.125, 38.992, 1447, 1.79
WHITETHORN 2.4 WSW, CoCoRaHS, Humboldt, -123.983, 40.008, 1907, 0.23
SAN RAFAEL 1.4 NW, CoCoRaHS, Marin, -122.525, 37.994, 120, 0.02
HALF MOON BAY 0.4 NNE, CoCoRaHS, San Mateo, -122.434, 37.475, 58, 0.09
MCKINLEYVILLE 1.5 NE, CoCoRaHS, Humboldt, -124.094, 40.967, 253, 0.43
CLAREMONT 0.7 SE, CoCoRaHS, Los Angeles, -117.706, 34.116, 1421, 0.31
ARCATA 1.0 WNW, CoCoRaHS, Humboldt, -124.100, 40.871, 25, 0.31
LOLETA 1.3 ESE, CoCoRaHS, Humboldt, -124.202, 40.635, 423, 0.20
WILLITS 4.4 NNE, CoCoRaHS, Mendocino, -123.321, 39.465, 2331, 0.10
BURLINGAME 1.5 SE, CoCoRaHS, San Mateo, -122.343, 37.576, 38, 0.05
EUREKA 1.9 SSW, CoCoRaHS, Humboldt, -124.165, 40.769, 113, 0.25
ORLEANS 0.9 W, CoCoRaHS, Humboldt, -123.559, 41.302, 421, 0.18
MIRAMONTE 2.2 ESE, CoCoRaHS, Fresno, -119.017, 36.677, 3523, 0.08
RIO DELL 0.2 SSE, CoCoRaHS, Humboldt, -124.105, 40.498, 132, 0.08
PALERMO 0.4 S, CoCoRaHS, Butte, -121.532, 39.431, 211, 0.57
WILLOW CREEK 3.2 NE, CoCoRaHS, Humboldt, -123.615, 40.908, 581, 0.18
EL SOBRANTE 1.6 SW, CoCoRaHS, Contra Costa, -122.316, 37.963, 144, 0.14
LADERA RANCH 0.4 SW, CoCoRaHS, Orange, -117.646, 33.547, 441, 0.06
REDWOOD VALLEY 0.9 SW, CoCoRaHS, Mendocino, -123.218, 39.257, 753, 0.14
EUREKA 2.7 ESE, CoCoRaHS, Humboldt, -124.109, 40.780, 17, 0.21
MCKINLEYVILLE 4.2 E, CoCoRaHS, Humboldt, -124.037, 40.965, 197, 0.45
ATASCADERO 2.3 S, CoCoRaHS, San Luis Obispo, -120.687, 35.453, 1330, 0.00
NIPOMO 1.2 NNE, CoCoRaHS, San Luis Obispo, -120.474, 35.049, 368, 0.00
SACRAMENTO 6.8 E, CoCoRaHS, Sacramento, -121.343, 38.576, 70, 0.40
EUREKA 0.8 SSE, CoCoRaHS, Humboldt, -124.150, 40.784, 130, 0.24
CHERRY VALLEY 0.8 ESE, CoCoRaHS, Riverside, -116.954, 33.967, 2873, 0.38
EUREKA 0.4 SSE, CoCoRaHS, Humboldt, -124.152, 40.790, 77, 0.22
CHATSWORTH 0.7 SE, CoCoRaHS, Los Angeles, -118.608, 34.242, 906, 0.37
CAMARILLO 1.9 NE, CoCoRaHS, Ventura, -119.003, 34.239, 249, 0.97
ARCATA 1.3 NE, CoCoRaHS, Humboldt, -124.066, 40.883, 428, M
CRESCENT CITY 2.8 NNE, CoCoRaHS, Del Norte, -124.177, 41.791, 56, 0.34
HUNTINGTON BEACH 2.6 NNW, CoCoRaHS, Orange, -118.031, 33.724, 15, 0.04
DEERHORN VALLEY 1.3 E, CoCoRaHS, San Diego, -116.729, 32.677, 2474, 0.01
LOS ALAMITOS 1.4 NW, CoCoRaHS, Los Angeles, -118.076, 33.813, 32, 0.06
SAN JACINTO 1.9 SE, CoCoRaHS, Riverside, -116.939, 33.774, 1619, 0.07
EUREKA 2.8 SE, CoCoRaHS, Humboldt, -124.117, 40.767, 196, 0.30
SAN DIMAS 2.1 WSW, CoCoRaHS, Los Angeles, -117.840, 34.095, 726, 0.56
PALM DESERT 1.0 SW, CoCoRaHS, Riverside, -116.387, 33.723, 224, 0.00
SCOTIA 0.0 W, CoCoRaHS, Humboldt, -124.103, 40.482, 166, 0.09
ARCATA 1.3 E, CoCoRaHS, Humboldt, -124.057, 40.869, 818, 0.36
BANNING 3.0 SW, CoCoRaHS, Riverside, -116.933, 33.910, 2500, 0.70
ARNOLD 0.0 S, CoCoRaHS, Calaveras, -120.370, 38.232, 3873, 0.95
DELUZ HEIGHTS 1.4 NW, CoCoRaHS, San Diego, -117.297, 33.442, 1049, 0.05
MORADA 0.7 WNW, CoCoRaHS, San Joaquin, -121.256, 38.044, 30, 0.15
RANCHO MIRAGE 0.9 SSE, CoCoRaHS, Riverside, -116.420, 33.746, 260, T
PASADENA 1.9 S, CoCoRaHS, Los Angeles, -118.142, 34.134, 768, 0.42
CARMICHAEL 3.4 SSW, CoCoRaHS, Sacramento, -121.338, 38.587, 54, 0.43
ARNOLD 0.6 ENE, CoCoRaHS, Calaveras, -120.359, 38.234, 3865, 1.06
REDDING 2.1 NNW, CoCoRaHS, Shasta, -122.375, 40.601, 693, 0.49
SHASTA LAKE 1.7 SSE, CoCoRaHS, Shasta, -122.354, 40.659, 723, M
SANTA ANA 2.3 N, CoCoRaHS, Orange, -117.876, 33.769, 135, 0.03
ROSAMOND 0.6 NE, CoCoRaHS, Kern, -118.192, 34.866, 2367, 0.14
TRINIDAD 4.7 N, CoCoRaHS, Humboldt, -124.157, 41.124, 242, 0.38
LA QUINTA 1.8 SW, CoCoRaHS, Riverside, -116.311, 33.652, 276, 0.00
GRASS VALLEY 8.7 SSW, CoCoRaHS, Nevada, -121.091, 39.099, 1816, 1.65
SACRAMENTO 2.9 SE, CoCoRaHS, Sacramento, -121.431, 38.537, 34, 0.15
WILLOW CREEK 3.3 NE, CoCoRaHS, Humboldt, -123.614, 40.910, 519, 0.14
COSTA MESA 1.2 WNW, CoCoRaHS, Orange, -117.931, 33.673, 64, 0.04
SAN DIMAS 2.2 NE, CoCoRaHS, Los Angeles, -117.785, 34.135, 1217, 0.43
CHESTER 0.6 SSE, CoCoRaHS, Plumas, -121.228, 40.293, 4513, 0.32
EUREKA 2.5 SSE, CoCoRaHS, Humboldt, -124.146, 40.760, 215, 0.23
AGOURA HILLS 1.2 NNE, CoCoRaHS, Los Angeles, -118.749, 34.165, 1068, 0.40
WALKER 1.2 NE, CoCoRaHS, Mono, -119.446, 38.529, 5640, 0.00
REDONDO BEACH 1.7 SSW, CoCoRaHS, Los Angeles, -118.387, 33.834, 71, 0.11
LOLETA 0.4 N, CoCoRaHS, Humboldt, -124.227, 40.647, 44, 0.18
POWAY 1.9 S, CoCoRaHS, San Diego, -117.018, 32.958, 557, 0.00
BARSTOW 3.0 E, CoCoRaHS, San Bernardino, -117.013, 34.881, 2393, 0.03
MONTEREY 1.4 W, CoCoRaHS, Monterey, -121.907, 36.600, 214, T
TEMECULA 0.3 SW, CoCoRaHS, Riverside, -117.133, 33.500, 1145, 0.11
BEAUMONT 2.5 SE, CoCoRaHS, Riverside, -116.948, 33.905, 2494, 0.71
MCKINLEYVILLE 0.3 ESE, CoCoRaHS, Humboldt, -124.110, 40.952, 111, 0.41
PALM DESERT 3.0 N, CoCoRaHS, Riverside, -116.373, 33.777, 292, 0.00
CRESCENT CITY 3.8 NE, CoCoRaHS, Del Norte, -124.139, 41.788, 307, 0.41
WILLOW CREEK 2.1 NNW, CoCoRaHS, Humboldt, -123.640, 40.971, 489, 0.13
ARCATA 1.5 ESE, CoCoRaHS, Humboldt, -124.056, 40.857, 165, 0.29
DINSMORE 2.4 WNW, CoCoRaHS, Humboldt, -123.649, 40.505, 3548, 0.33
OAKLAND 2.7 NE, CoCoRaHS, Alameda, -122.188, 37.798, 468, 0.30
EUREKA 0.1 SSW, CoCoRaHS, Humboldt, -124.157, 40.793, 87, 0.23
WESTPORT 4.6 NNW, CoCoRaHS, Mendocino, -123.802, 39.701, 177, 0.09
GRASS VALLEY 5.5 SSE, CoCoRaHS, Nevada, -121.032, 39.144, 2148, 2.40
BENBOW 3.8 SSE, CoCoRaHS, Humboldt, -123.750, 40.024, 2504, 0.18
EUREKA 0.8 E, CoCoRaHS, Humboldt, -124.140, 40.795, -, 0.23</pre>
